"中文名","英文名","DS5","DSE","DS5自适应扳机","DSE自适应扳机","DS5触觉反馈","DSE触觉反馈","DS5触摸板","DSE触摸板","分组","备注"
"Riven (2024)","Riven (2024)","本地支持","未列入","未列入","未列入","本地支持","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","触觉反馈：DS5 本地支持，DSE 未列入"
"RoadCraft","RoadCraft","本地支持","未列入","本地支持","未列入","本地支持","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","自适应扳机：DS5 本地支持，DSE 未列入；触觉反馈：DS5 本地支持，DSE 未列入"
"Roblox","Roblox","本地支持","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","DS5 与 DSE 本地支持",""
"RoboCop: Rogue City - Unfinished Business","RoboCop: Rogue City - Unfinished Business","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"火箭联盟","Rocket League","本地支持","本地支持","需手动修复","需手动修复","未列入","未列入","未列入","未列入","DS5 与 DSE 本地支持","自适应扳机：DS5 需手动修复，DSE 需手动修复"
"Rollerdrome","Rollerdrome","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"浪漫沙加 2：七英雄的复仇","Romancing SaGa 2: Revenge of the Seven","限制支持","限制支持","未列入","未列入","未列入","未列入","未列入","未列入","限制支持",""
"Romeo Is a Dead Man","Romeo Is a Dead Man","限制支持","限制支持","未列入","未列入","未列入","未列入","未列入","未列入","限制支持",""
"Rosalie's Mupen GUI","Rosalie's Mupen GUI","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Ruffy and the Riverside","Ruffy and the Riverside","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Rune Factory: Guardians of Azuma","Rune Factory: Guardians of Azuma","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Rusty Rabbit","Rusty Rabbit","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"潜行者 2：切尔诺贝利之心","S.T.A.L.K.E.R. 2: Heart of Chornobyl","本地支持","未列入","本地支持","未列入","本地支持","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","自适应扳机：DS5 本地支持，DSE 未列入；触觉反馈：DS5 本地支持，DSE 未列入"
"S.T.A.L.K.E.R.: Call of Prypiat Enhanced Edition","S.T.A.L.K.E.R.: Call of Prypiat Enhanced Edition","本地支持","未列入","本地支持","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","自适应扳机：DS5 本地支持，DSE 未列入"
"S.T.A.L.K.E.R.: Clear Sky Enhanced Edition","S.T.A.L.K.E.R.: Clear Sky Enhanced Edition","本地支持","未列入","本地支持","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","自适应扳机：DS5 本地支持，DSE 未列入"
"S.T.A.L.K.E.R.: Shadow of Chornobyl Enhanced Edition","S.T.A.L.K.E.R.: Shadow of Chornobyl Enhanced Edition","本地支持","未列入","本地支持","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","自适应扳机：DS5 本地支持，DSE 未列入"
"麻布仔大冒险","Sackboy: A Big Adventure","本地支持","未列入","本地支持","未列入","本地支持","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","自适应扳机：DS5 本地支持，DSE 未列入；触觉反馈：DS5 本地支持，DSE 未列入"
"Sacred 2: Remaster","Sacred 2: Remaster","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"黑道圣徒","Saints Row","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Samurai Warriors 4 DX","Samurai Warriors 4 DX","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"沙漠大冒险","Sand Land","本地支持","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","DS5 与 DSE 本地支持",""
"Sandbox","Sandbox","限制支持","限制支持","未列入","未列入","未列入","未列入","未列入","未列入","限制支持",""
"Satisfactory","Satisfactory","本地支持","未列入","未列入","未列入","本地支持","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","触觉反馈：DS5 本地支持，DSE 未列入"
"Save Room - Organization Puzzle","Save Room - Organization Puzzle","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Scar-Lead Salvation","Scar-Lead Salvation","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"绯红结系","Scarlet Nexus","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"SCHiM","SCHiM","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Schrott","Schrott","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"歪小子斯科特 EX","Scott Pilgrim EX","本地支持","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","DS5 与 DSE 本地支持",""
"Screamer（2026）","Screamer (2026)","本地支持","本地支持","本地支持","本地支持","未列入","未列入","未列入","未列入","DS5 与 DSE 本地支持","自适应扳机：DS5 本地支持，DSE 本地支持"
"SD 高达 G 世代 火线纵横","SD Gundam G Generation Cross Rays","限制支持","限制支持","未列入","未列入","未列入","未列入","未列入","未列入","限制支持",""
"盗贼之海","Sea of Thieves","本地支持","未列入","本地支持","未列入","本地支持","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","自适应扳机：DS5 本地支持，DSE 未列入；触觉反馈：DS5 本地支持，DSE 未列入"
"SEASON: A letter to the future","SEASON: A letter to the future","本地支持","未列入","本地支持","未列入","本地支持","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","自适应扳机：DS5 本地支持，DSE 未列入；触觉反馈：DS5 本地支持，DSE 未列入"
"只狼：影逝二度","Sekiro: Shadows Die Twice","限制支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","限制支持",""
"Selaco","Selaco","限制支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","限制支持",""
"塞娜的史诗：地狱之刃 II","Senua's Saga: Hellblade II","本地支持","本地支持","本地支持","本地支持","本地支持","本地支持","未列入","未列入","DS5 与 DSE 本地支持","自适应扳机：DS5 本地支持，DSE 本地支持；触觉反馈：DS5 本地支持，DSE 本地支持"
"暗影帝国 重制版","Shadow Complex Remastered","需手动修复","未列入","未列入","未列入","未列入","未列入","未列入","未列入","需要手动修复/改动",""
"Shadow Labyrinth","Shadow Labyrinth","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"古墓丽影：暗影","Shadow of the Tomb Raider","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Shadows of the Damned: Hella Remastered","Shadows of the Damned: Hella Remastered","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Shakedown: Hawaii","Shakedown: Hawaii","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"She's Leaving","She's Leaving","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"真·女神转生 V Vengeance","Shin Megami Tensei V: Vengeance","限制支持","限制支持","未列入","未列入","未列入","未列入","未列入","未列入","限制支持",""
"Shinobi: Art of Vengeance","Shinobi: Art of Vengeance","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"师父","Sifu","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Signalis","Signalis","本地支持","未列入","本地支持","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入","自适应扳机：DS5 本地支持，DSE 未列入"
"寂静岭 2","Silent Hill 2","本地支持","本地支持","本地支持","本地支持","本地支持","本地支持","未列入","未列入","DS5 与 DSE 本地支持","自适应扳机：DS5 本地支持，DSE 本地支持；触觉反馈：DS5 本地支持，DSE 本地支持"
"寂静岭 4：密室","Silent Hill 4: The Room","本地支持","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","DS5 与 DSE 本地支持",""
"寂静岭 f","Silent Hill f","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Silent Hill: Townfall","Silent Hill: Townfall","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Silver Pines","Silver Pines","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
"Skate","Skate","本地支持","本地支持","未列入","未列入","本地支持","本地支持","未列入","未列入","DS5 与 DSE 本地支持","触觉反馈：DS5 本地支持，DSE 本地支持"
"Skate Story","Skate Story","本地支持","未列入","未列入","未列入","未列入","未列入","未列入","未列入","仅 DS5 本地支持 / DSE 非本地或未列入",""
